value,true_label,color,predicted_label,predicted_color
-0.24932866541386367,0,red,2,blue
-0.2732307180554796,0,red,2,blue
-0.46140222459446584,0,red,2,blue
-0.5431191547515956,0,red,2,blue
-0.3378999163429059,0,red,2,blue
-0.22375753612865631,0,red,2,blue
-0.2704690342717541,0,red,2,blue
-0.4819633641348869,0,red,2,blue
-0.29206840069281803,0,red,2,blue
-0.2560506620450491,0,red,2,blue
-0.4220022586549722,0,red,2,blue
-0.31212325119062106,0,red,2,blue
-0.2845684562641717,0,red,2,blue
-0.4310971767281696,0,red,2,blue
-0.22338513327596288,0,red,2,blue
-0.25530310125472966,0,red,2,blue
-0.18190847734150084,0,red,2,blue
-0.17415244782107286,0,red,2,blue
-0.508724397828985,0,red,2,blue
-0.44178293091725734,0,red,2,blue
-0.2091932923179717,0,red,2,blue
-0.27167165078973615,0,red,2,blue
-0.27369398725310373,0,red,2,blue
0.23404956892097273,0,red,0,red
-0.19954752050096403,0,red,2,blue
-0.17006323277352284,0,red,2,blue
-0.15093332862838116,0,red,2,blue
-0.231896552005186,0,red,2,blue
-0.30597719327559814,0,red,2,blue
-0.15309654906880682,0,red,2,blue
-0.4295652695461604,0,red,2,blue
-0.3604918331510781,0,red,2,blue
-0.37751037399552095,0,red,2,blue
-0.31436808964920887,0,red,2,blue
0.044580538054444854,0,red,0,red
-0.5314647075362174,0,red,2,blue
-0.18563894005444037,0,red,2,blue
-0.49563742100413966,0,red,2,blue
-0.3770420282907982,0,red,2,blue
-0.18036743263056118,0,red,2,blue
-0.2671143377808003,0,red,2,blue
-0.46636867765828505,0,red,2,blue
-0.3840321381622096,0,red,2,blue
-0.226825970451659,0,red,2,blue
-0.44516647612724575,0,red,2,blue
-0.2201299531433256,0,red,2,blue
-0.3279350178015132,0,red,2,blue
-0.3433081054867688,0,red,2,blue
0.05092747406599574,0,red,0,red
-0.1809685017283536,0,red,2,blue
-0.5704561149708521,0,red,2,blue
-0.26585067290390085,0,red,2,blue
-0.3569805848492564,0,red,2,blue
-0.20050376952927668,0,red,2,blue
-0.41531123642685885,0,red,2,blue
-0.3042871862254413,0,red,2,blue
-0.23746496653704605,0,red,2,blue
-0.18481508086193937,0,red,2,blue
-0.48671907902238915,0,red,2,blue
-0.3408824367672294,0,red,2,blue
-0.3321099572414218,0,red,2,blue
-0.4222418683394237,0,red,2,blue
-0.0068837630891942225,0,red,0,red
-0.22381817180977262,0,red,2,blue
-0.44598859761192083,0,red,2,blue
-0.1645756493458948,0,red,2,blue
0.028069877671343946,0,red,0,red
-0.20236732285100298,0,red,2,blue
-0.48303331873349775,0,red,2,blue
-0.41446715341252477,0,red,2,blue
-0.08184036941357321,0,red,2,blue
-0.3508833008716757,0,red,2,blue
-0.2578277083294155,0,red,2,blue
-0.21941834594783935,0,red,2,blue
-0.40455142804245725,0,red,2,blue
-0.3331155224927432,0,red,2,blue
-0.7218281848430446,0,red,2,blue
-0.48458603033448616,0,red,2,blue
-0.373123010874435,0,red,2,blue
-0.42854803437351296,0,red,2,blue
-0.051758289633872814,0,red,0,red
-0.4675638108393921,0,red,2,blue
-0.37979875037828636,0,red,2,blue
-0.2638621152928917,0,red,2,blue
-0.0867489940208024,0,red,2,blue
-0.4927465607773224,0,red,2,blue
-0.1172505586903957,0,red,2,blue
-0.29101690931924096,0,red,2,blue
-0.4459000476595868,0,red,2,blue
-0.2570564305096609,0,red,2,blue
-0.2449905747884937,0,red,2,blue
-0.4122562418040007,0,red,2,blue
-0.2708930638570782,0,red,2,blue
-0.3811582891799334,0,red,2,blue
-0.27141320608266417,0,red,2,blue
-0.18165275529000613,0,red,2,blue
-0.10383196195489083,0,red,2,blue
-0.519059216529524,0,red,2,blue
-0.035246152957248235,0,red,0,red
-0.5654672073756747,0,red,2,blue
-0.2865210133739675,0,red,2,blue
-0.2622997006376635,0,red,2,blue
-0.23684662306909238,0,red,2,blue
-0.4039311460263445,0,red,2,blue
-0.3315800939167345,0,red,2,blue
-0.32683490582115676,0,red,2,blue
-0.4001516127719381,0,red,2,blue
-0.1833144257832759,0,red,2,blue
-0.29814214430103275,0,red,2,blue
-0.43983234271112304,0,red,2,blue
-0.19691820643183658,0,red,2,blue
-0.30375606090444707,0,red,2,blue
-0.1719064041150361,0,red,2,blue
-0.21831719956887394,0,red,2,blue
-0.41242307848576043,0,red,2,blue
-0.4117568438534493,0,red,2,blue
-0.21472352191233826,0,red,2,blue
-0.1972981617702003,0,red,2,blue
-0.2564256594028914,0,red,2,blue
-0.3283657249684765,0,red,2,blue
-0.0802724655352736,0,red,2,blue
-0.375972707989231,0,red,2,blue
-0.2162367896854906,0,red,2,blue
-0.32856650560764417,0,red,2,blue
-0.37384536239734456,0,red,2,blue
-0.185621802216194,0,red,2,blue
-0.17317729989975583,0,red,2,blue
-0.20085650682111386,0,red,2,blue
-0.07365060989540168,0,red,0,red
-0.30637055449415435,0,red,2,blue
-0.2392291400391391,0,red,2,blue
-0.3224064621625941,0,red,2,blue
-0.27482061264048174,0,red,2,blue
-0.31585797651795455,0,red,2,blue
-0.2664994205306662,0,red,2,blue
-0.17580567516834172,0,red,2,blue
-0.386494759244128,0,red,2,blue
0.013544353088399422,0,red,0,red
-0.4243090242504803,0,red,2,blue
-0.42711973594512986,0,red,2,blue
-0.15663597984679162,0,red,2,blue
-0.23793077871766077,0,red,2,blue
-0.23454067307808285,0,red,2,blue
-0.2393493879315482,0,red,2,blue
-0.28554849671414106,0,red,2,blue
-0.4135197701288281,0,red,2,blue
-0.2799334783008008,0,red,2,blue
-0.44414078331307516,0,red,2,blue
-0.13921943936123315,0,red,2,blue
-0.3384440130881907,0,red,2,blue
-0.40023733423983104,0,red,2,blue
-0.3397929787518202,0,red,2,blue
-0.2573295811605059,0,red,2,blue
-0.4162650640913981,0,red,2,blue
-0.4568376337009337,0,red,2,blue
-0.23238559074190335,0,red,2,blue
-0.22351674107284528,0,red,2,blue
-0.35671378671980347,0,red,2,blue
-0.40627146453421914,0,red,2,blue
-0.2769804614552763,0,red,2,blue
-0.48189613151004707,0,red,2,blue
-0.4710633474262082,0,red,2,blue
-0.43978149392126825,0,red,2,blue
-0.3801829137955419,0,red,2,blue
-0.23481732582062942,0,red,2,blue
-0.10569350526722757,0,red,2,blue
-0.20326047973496456,0,red,2,blue
-0.37132897684307686,0,red,2,blue
-0.2986593572359389,0,red,2,blue
-0.40666398887220895,0,red,2,blue
-0.2568549881729907,0,red,2,blue
-0.33424800114437286,0,red,2,blue
-0.252914570740046,0,red,2,blue
-0.4584824834097146,0,red,2,blue
-0.22166603144463426,0,red,2,blue
-0.09524007626893644,0,red,2,blue
-0.30466747961098223,0,red,2,blue
-0.25431674865668785,0,red,2,blue
-0.2283689883481473,0,red,2,blue
-0.3972446157614306,0,red,2,blue
-0.2868166928408966,0,red,2,blue
-0.33855468217437956,0,red,2,blue
-0.3184968185888567,0,red,2,blue
-0.36058647615959494,0,red,2,blue
-0.3021233822240256,0,red,2,blue
-0.22638522959770419,0,red,2,blue
-0.05741545001680132,0,red,0,red
-0.114781728727077,0,red,2,blue
0.012777428302135484,0,red,0,red
-0.3772719509446049,0,red,2,blue
-0.19394113004750077,0,red,2,blue
-0.2934971291484846,0,red,2,blue
-4.472719246227663e-05,0,red,0,red
-0.39705991349185243,0,red,2,blue
-0.4005354328577875,0,red,2,blue
-0.4032429773724173,0,red,2,blue
-0.6370432214248528,0,red,2,blue
-0.36111336256811843,0,red,2,blue
-0.444524984342086,0,red,2,blue
-0.2708818559239373,0,red,2,blue
-0.2323261935977581,0,red,2,blue
-0.014608225745753045,0,red,0,red
-0.1402425607374999,0,red,2,blue
-0.3443005552454724,0,red,2,blue
-0.4270591220891026,0,red,2,blue
-0.2074072046534592,0,red,2,blue
-0.47479189714980813,0,red,2,blue
-0.07232862346039994,0,red,0,red
-0.1806330140399587,0,red,2,blue
-0.38789731846647807,0,red,2,blue
-0.5479704378872344,0,red,2,blue
-0.09682293823043553,0,red,2,blue
-0.2812024472085162,0,red,2,blue
-0.15532176671743186,0,red,2,blue
-0.5629311429391297,0,red,2,blue
-0.3384164338934583,0,red,2,blue
-0.33845397293651264,0,red,2,blue
-0.2955068337022371,0,red,2,blue
-0.3550924964928486,0,red,2,blue
-0.20777827574435642,0,red,2,blue
-0.4923811133666509,0,red,2,blue
-0.3644328084717191,0,red,2,blue
-0.3224392858677758,0,red,2,blue
-0.21868859399901025,0,red,2,blue
-0.19492797005858942,0,red,2,blue
-0.48567433070560184,0,red,2,blue
-0.5031790924637479,0,red,2,blue
-0.08730246080857255,0,red,2,blue
-0.29884580574452524,0,red,2,blue
-0.4060389867703901,0,red,2,blue
-0.06170294268115384,0,red,0,red
-0.3084099436290804,0,red,2,blue
-0.15244510229353872,0,red,2,blue
-0.27908765448896045,0,red,2,blue
0.031227295744405525,0,red,0,red
-0.020764875372650662,0,red,0,red
-0.3268958256224191,0,red,2,blue
-0.13957694665953763,0,red,2,blue
-0.22224781090594709,0,red,2,blue
-0.09234971613471817,0,red,2,blue
-0.43984262534768076,0,red,2,blue
-0.23398405843267833,0,red,2,blue
-0.1301423462072272,0,red,2,blue
-0.5430768597031838,0,red,2,blue
-0.4814758654451764,0,red,2,blue
-0.5472570612537325,0,red,2,blue
-0.38600646812407635,0,red,2,blue
-0.21694688590280692,0,red,2,blue
-0.13184648836212878,0,red,2,blue
-0.262868684040767,0,red,2,blue
-0.049468235344762884,0,red,0,red
-0.5120405980922068,0,red,2,blue
-0.5233283645437152,0,red,2,blue
-0.3182619082942265,0,red,2,blue
-0.2200595641848686,0,red,2,blue
-0.30920536934363324,0,red,2,blue
-0.6011524929465841,0,red,2,blue
-0.269130485306991,0,red,2,blue
-0.5093919359425321,0,red,2,blue
-0.24324926590990353,0,red,2,blue
-0.23970086751681893,0,red,2,blue
-0.3859868928540293,0,red,2,blue
-0.38488783500252194,0,red,2,blue
-0.4935917364475545,0,red,2,blue
-0.3249336362131454,0,red,2,blue
-0.1643293122031081,0,red,2,blue
-0.4732104136879922,0,red,2,blue
-0.21290683636312716,0,red,2,blue
-0.3252148126443762,0,red,2,blue
-0.41695520366411315,0,red,2,blue
-0.3296635229903197,0,red,2,blue
-0.4563349565873633,0,red,2,blue
-0.4167832178025227,0,red,2,blue
-0.4310781560339827,0,red,2,blue
-0.030663341517300838,0,red,0,red
-0.30628553951192916,0,red,2,blue
-0.38298710304110434,0,red,2,blue
-0.27553532872331554,0,red,2,blue
-0.30106223824998446,0,red,2,blue
-0.37510519144012483,0,red,2,blue
-0.18177137795184317,0,red,2,blue
-0.14882183699695123,0,red,2,blue
-0.3601476531645913,0,red,2,blue
-0.335976403652271,0,red,2,blue
-0.3737549526095629,0,red,2,blue
-0.6277991941202382,0,red,2,blue
-0.5040997015802241,0,red,2,blue
-0.09852112254999773,0,red,2,blue
-0.07722025708115815,0,red,2,blue
-0.35141057352940513,0,red,2,blue
-0.25578013008154726,0,red,2,blue
-0.26680833595915315,0,red,2,blue
0.1016855811353122,0,red,0,red
-0.11823162996643463,0,red,2,blue
-0.3472071857243611,0,red,2,blue
-0.4792772945208551,0,red,2,blue
-0.5219492035515376,0,red,2,blue
-0.261702923398743,0,red,2,blue
-0.36977284206115546,0,red,2,blue
-0.49343888728307944,0,red,2,blue
-0.4068911288235025,0,red,2,blue
-0.4226527973542702,0,red,2,blue
-0.05737425248486387,0,red,0,red
-0.21738928139635763,0,red,2,blue
-0.294542445716465,0,red,2,blue
-0.04990243818054914,0,red,0,red
-0.29942720645286636,0,red,2,blue
-0.44217139966763097,0,red,2,blue
-0.12025078157302245,0,red,2,blue
-0.2586420585386721,0,red,2,blue
-0.4534116094625992,0,red,2,blue
-0.31734997158284756,0,red,2,blue
-0.46576958042285627,0,red,2,blue
-0.45160055445504654,0,red,2,blue
-0.14350535336701048,0,red,2,blue
-0.0213053172542607,0,red,0,red
-0.4649434559851273,0,red,2,blue
-0.2623654513461252,0,red,2,blue
-0.3943308667776237,0,red,2,blue
-0.35588061974345686,0,red,2,blue
-0.3509118615807739,0,red,2,blue
-0.39383979041970973,0,red,2,blue
-0.31543108059786046,0,red,2,blue
-0.37342607547247875,0,red,2,blue
-0.29931704475149046,0,red,2,blue
-0.2695913797109801,0,red,2,blue
-0.28669833189764193,0,red,2,blue
-0.46063353163535936,0,red,2,blue
-0.35936117738739265,0,red,2,blue
-0.239142996476158,0,red,2,blue
-0.23861732944966574,0,red,2,blue
-0.43661885859653876,0,red,2,blue
-0.2778877680570568,0,red,2,blue
-0.150144089128655,0,red,2,blue
-0.518864490236492,0,red,2,blue
-0.22502946954634048,0,red,2,blue
-0.36274164703859674,0,red,2,blue
-0.1742518803249114,0,red,2,blue
-0.45573453021055854,0,red,2,blue
-0.5069967472988165,0,red,2,blue
-0.571556044992846,0,red,2,blue
-0.2617610837016725,0,red,2,blue
-0.28523621630605983,0,red,2,blue
-0.46467171781482486,0,red,2,blue
-0.21570382442540212,0,red,2,blue
-0.5205787626768138,0,red,2,blue
-0.3212499102422443,0,red,2,blue
-0.5158070125674893,0,red,2,blue
-0.3822374324439588,0,red,2,blue
-0.2530564880075188,0,red,2,blue
-0.43335928844843896,0,red,2,blue
-0.3827510888504758,0,red,2,blue
-0.16343097155576014,0,red,2,blue
-0.4267485594853626,0,red,2,blue
-0.1497665296668985,0,red,2,blue
-0.42713059444124674,0,red,2,blue
-0.21627432827606502,0,red,2,blue
-0.11082112166357322,0,red,2,blue
-0.6195649808999099,0,red,2,blue
-0.4072293053288753,0,red,2,blue
-0.18579644627237724,0,red,2,blue
-0.315569074613626,0,red,2,blue
-0.21907149990466904,0,red,2,blue
-0.3755601049308199,0,red,2,blue
-0.29634024799771547,0,red,2,blue
-0.276221499771809,0,red,2,blue
-0.13073929456258415,0,red,2,blue
-0.25351050743124864,0,red,2,blue
-0.28020700971852386,0,red,2,blue
-0.3456831202092201,0,red,2,blue
-0.3617971685697911,0,red,2,blue
-0.3926891257783011,0,red,2,blue
-0.2882573333188346,0,red,2,blue
-0.34910026426098406,0,red,2,blue
-0.23265041979920492,0,red,2,blue
-0.004153867227365937,0,red,0,red
-0.20412710045690147,0,red,2,blue
-0.3294544924151507,0,red,2,blue
-0.17211212533547676,0,red,2,blue
-0.3635272022195583,0,red,2,blue
-0.621897660105546,0,red,2,blue
-0.474119028188217,0,red,2,blue
-0.5943405357934578,0,red,2,blue
-0.3610408079444259,0,red,2,blue
-0.3422802272732808,0,red,2,blue
-0.07313661755828973,0,red,0,red
-0.2525947426997002,0,red,2,blue
-0.33265606543982873,0,red,2,blue
-0.19442592779793297,0,red,2,blue
-0.5787870934170223,0,red,2,blue
-0.30214640040098184,0,red,2,blue
-0.1904135244262312,0,red,2,blue
-0.5528995304963615,0,red,2,blue
-0.1811331841199788,0,red,2,blue
-0.24474279400297336,0,red,2,blue
-0.35212873752403223,0,red,2,blue
-0.1727077790084279,0,red,2,blue
0.026911831115077202,0,red,0,red
-0.22830112551534212,0,red,2,blue
-0.3100268231993934,0,red,2,blue
-0.4051626729372977,0,red,2,blue
-0.4657795571633139,0,red,2,blue
-0.21404509765854496,0,red,2,blue
-0.41694152461868894,0,red,2,blue
-0.2753217875288897,0,red,2,blue
-0.4129924481435064,0,red,2,blue
-0.18766493444807514,0,red,2,blue
-0.2185965148802857,0,red,2,blue
-0.17360844571695605,0,red,2,blue
-0.4144084578066601,0,red,2,blue
-0.37117737204173895,0,red,2,blue
-0.4757236507463052,0,red,2,blue
-0.4005041774771647,0,red,2,blue
-0.24478548369801803,0,red,2,blue
-0.21836089892846952,0,red,2,blue
-0.4445998991673035,0,red,2,blue
-0.12806861804823189,0,red,2,blue
-0.08985243054862706,0,red,2,blue
-0.19663340856556327,0,red,2,blue
-0.07032533530422347,0,red,0,red
-0.4212163704957519,0,red,2,blue
-0.47054757586121126,0,red,2,blue
-0.593873223777934,0,red,2,blue
-0.13800864011529204,0,red,2,blue
-0.1904152880236002,0,red,2,blue
-0.2936789078660175,0,red,2,blue
-0.2693275761619933,0,red,2,blue
-0.4602037798959705,0,red,2,blue
0.037425862036705115,0,red,0,red
-0.32932486070598627,0,red,2,blue
-0.30099207915992787,0,red,2,blue
-0.22965287419674466,0,red,2,blue
-0.27213260317499083,0,red,2,blue
-0.2226659742576435,0,red,2,blue
-0.4018539970558081,0,red,2,blue
-0.210458677087191,0,red,2,blue
-0.05230516891004947,0,red,0,red
-0.12041415941449798,0,red,2,blue
-0.10099698713184006,0,red,2,blue
-0.41260024719412924,0,red,2,blue
-0.47204809207578907,0,red,2,blue
-0.28803755230775774,0,red,2,blue
-0.2743647268095501,0,red,2,blue
-0.14056506387592965,0,red,2,blue
-0.5418416560312688,0,red,2,blue
-0.04144549102305754,0,red,0,red
-0.3650721965353811,0,red,2,blue
-0.38231001854020635,0,red,2,blue
-0.45813938804593635,0,red,2,blue
-0.5057894936923386,0,red,2,blue
-0.13433463758525083,0,red,2,blue
-0.31556422216793806,0,red,2,blue
-0.4449972865207718,0,red,2,blue
-0.45008952033620686,0,red,2,blue
-0.3750213878131704,0,red,2,blue
-0.07403145428438883,0,red,2,blue
-0.345744474048065,0,red,2,blue
-0.46475444819586126,0,red,2,blue
-0.36666412727105646,0,red,2,blue
-0.3086531400011178,0,red,2,blue
-0.6979780952457707,0,red,2,blue
-0.28459141908205665,0,red,2,blue
-0.3406579740345709,0,red,2,blue
-0.1937055753553853,0,red,2,blue
-0.005256944096976537,0,red,0,red
-0.11026308913344308,0,red,2,blue
-0.3013842849411683,0,red,2,blue
-0.5005246621915025,0,red,2,blue
0.08313308876614567,0,red,0,red
-0.3276265110752452,0,red,2,blue
-0.30644824384440467,0,red,2,blue
-0.2985529610329711,0,red,2,blue
-0.28171263600758384,0,red,2,blue
-0.31845447766095986,0,red,2,blue
-0.33147542815495784,0,red,2,blue
-0.4138158017694299,0,red,2,blue
-0.287086407361511,0,red,2,blue
-0.387251771508125,0,red,2,blue
-0.4375106374835181,0,red,2,blue
-0.31907481651773534,0,red,2,blue
-0.291131913272711,0,red,2,blue
-0.04934312211205562,0,red,0,red
-0.6341995496055981,0,red,2,blue
-0.09648434307607062,0,red,2,blue
-0.1529454030889046,0,red,2,blue
-0.6076777249399447,0,red,2,blue
-0.33154144132805685,0,red,2,blue
-0.35414941704502084,0,red,2,blue
-0.5072132594490348,0,red,2,blue
-0.42421876592955393,0,red,2,blue
-0.44768107907582894,0,red,2,blue
-0.04463219453247135,0,red,0,red
-0.20152930923271553,0,red,2,blue
-0.12300097018362124,0,red,2,blue
-0.19259298032344221,0,red,2,blue
-0.452643338874538,0,red,2,blue
-0.40316764814000516,0,red,2,blue
-0.20656484661788088,0,red,2,blue
-0.5203150627467233,0,red,2,blue
-0.213683609455632,0,red,2,blue
-0.3059658788922315,0,red,2,blue
-0.3466183748440874,0,red,2,blue
-0.22333883381514175,0,red,2,blue
-0.2176763680288612,0,red,2,blue
-0.3443092303103085,0,red,2,blue
-0.10642164593625597,0,red,2,blue
-0.42938292334861394,0,red,2,blue
-0.20188275890746835,0,red,2,blue
-0.21730504818097537,0,red,2,blue
-0.3804582646994622,0,red,2,blue
-0.27774452389220866,0,red,2,blue
-0.48502423148761176,0,red,2,blue
-0.15939291704320274,0,red,2,blue
-0.32477832538541307,0,red,2,blue
-0.39510574590231257,0,red,2,blue
-0.20100125679772596,0,red,2,blue
-0.3999853177836674,0,red,2,blue
-0.5206239078832694,0,red,2,blue
-0.4966797788072592,0,red,2,blue
-0.2619026242603454,0,red,2,blue
-0.47259727446550526,0,red,2,blue
-0.0076872031158244924,0,red,0,red
-0.6269883537421048,0,red,2,blue
-0.06291989052394262,0,red,0,red
-0.3110154244167299,0,red,2,blue
-0.3011091082205063,0,red,2,blue
-0.37201002823649526,0,red,2,blue
-0.25281707696375705,0,red,2,blue
-0.30318464851113547,0,red,2,blue
-0.10431208565914646,0,red,2,blue
-0.31421634077530874,0,red,2,blue
-0.32648766987866995,0,red,2,blue
-0.3152560437258218,0,red,2,blue
-0.3003416190996222,0,red,2,blue
-0.21740441084485784,0,red,2,blue
-0.5321598111423623,0,red,2,blue
-0.4596461018575893,0,red,2,blue
-0.20191924744529774,0,red,2,blue
-0.25084998487703747,0,red,2,blue
-0.2847150262630753,0,red,2,blue
-0.29018075181288366,0,red,2,blue
-0.2827660087682376,0,red,2,blue
-0.3994537845285467,0,red,2,blue
-0.44020445214256126,0,red,2,blue
-0.29761759565187074,0,red,2,blue
-0.4577212601808778,0,red,2,blue
-0.23675096292392153,0,red,2,blue
-0.5319825194723387,0,red,2,blue
-0.16180543926594873,0,red,2,blue
-0.2216225451007259,0,red,2,blue
-0.30563443517511707,0,red,2,blue
-0.20224768458243328,0,red,2,blue
-0.09728339924975696,0,red,2,blue
-0.1547386598745737,0,red,2,blue
